,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
32060,122,1993,4,8,4/8/93,3:15:00,3,TX,48,17,1,0,0,5,0,27.35,-98.42,0,0,1,30,1,1,1,131,0,0,0,0
32062,124,1993,4,14,4/14/93,2:05:00,3,TX,48,18,1,0,0,5,0,32.32,-99.67,32.38,-99.6,5,150,1,1,1,441,0,0,0,0
32063,125,1993,4,14,4/14/93,7:15:00,3,TX,48,19,0,0,0,2,0,31.65,-96.28,0,0,0.1,10,1,1,1,161,0,0,0,0
32064,126,1993,4,14,4/14/93,14:00:00,3,TX,48,20,0,0,0,5,0,31.33,-93.85,0,0,0.1,10,1,1,1,403,0,0,0,0
32065,127,1993,4,14,4/14/93,14:00:00,3,TX,48,21,1,0,0,4,0,29.05,-95.58,0,0,0.2,100,1,1,1,39,0,0,0,0
32085,147,1993,4,19,4/19/93,19:20:00,3,TX,48,22,0,0,0,0,0,32.88,-96.05,0,0,0.1,10,1,1,1,231,0,0,0,0
32086,148,1993,4,19,4/19/93,19:20:00,3,TX,48,23,0,0,0,0,0,32.83,-95.83,0,0,0.1,10,1,1,1,379,0,0,0,0
32088,150,1993,4,19,4/19/93,20:08:00,3,TX,48,24,0,0,0,2,0,31.28,-99.05,0,0,0.2,13,1,1,1,411,0,0,0,0
32106,168,1993,4,28,4/28/93,17:41:00,3,TX,48,25,0,0,0,0,0,35.22,-102.48,0,0,0.2,50,1,1,1,359,0,0,0,0
32107,169,1993,4,28,4/28/93,17:51:00,3,TX,48,26,0,0,0,0,0,35.18,-102.07,0,0,1.5,73,1,1,1,375,0,0,0,0
32108,170,1993,4,28,4/28/93,18:47:00,3,TX,48,27,1,0,0,0,0,35.4,-101.48,0,0,2.5,100,1,1,1,65,0,0,0,0
32124,186,1993,5,1,5/1/93,19:26:00,3,TX,48,28,0,0,0,0,0,33.88,-98.87,0,0,0.1,20,1,1,1,485,0,0,0,0
32138,200,1993,5,5,5/5/93,17:15:00,3,TX,48,29,0,0,0,0,0,36.32,-101.47,0,0,0.5,100,1,1,1,195,0,0,0,0
32191,253,1993,5,7,5/7/93,16:55:00,3,TX,48,30,0,0,0,0,0,35.67,-100.28,0,0,0.5,73,1,1,1,211,0,0,0,0
32202,264,1993,5,7,5/7/93,17:31:00,3,TX,48,31,0,0,0,0,0,34.83,-100.23,0,0,1,100,1,1,1,87,0,0,0,0
32205,267,1993,5,7,5/7/93,17:45:00,3,TX,48,32,0,0,0,0,0,34.85,-100.12,0,0,1,100,1,1,1,87,0,0,0,0
32221,283,1993,5,8,5/8/93,13:57:00,3,TX,48,33,0,0,0,0,0,33.48,-99.27,33.52,-99.13,8,80,1,1,1,23,0,0,0,0
32226,288,1993,5,8,5/8/93,16:08:00,3,TX,48,34,0,0,0,0,0,33.92,-98.07,0,0,0.1,20,1,1,1,77,0,0,0,0
32228,290,1993,5,8,5/8/93,16:20:00,3,TX,48,35,0,0,0,0,0,33.97,-98.07,0,0,0.1,20,1,1,1,77,0,0,0,0
32233,295,1993,5,8,5/8/93,17:42:00,3,TX,48,36,1,0,0,5,0,33.67,-98.43,33.67,-98.35,8,90,1,1,1,9,77,0,0,0
32234,296,1993,5,8,5/8/93,17:45:00,3,TX,48,37,0,0,0,0,0,33.67,-97.62,0,0,0.1,10,1,1,1,337,0,0,0,0
32235,297,1993,5,8,5/8/93,18:00:00,3,TX,48,38,0,0,0,3,0,33.67,-97.53,0,0,0.1,10,1,1,1,337,0,0,0,0
32237,299,1993,5,8,5/8/93,20:00:00,3,TX,48,39,0,0,0,0,0,33.83,-97.53,0,0,0.1,10,1,1,1,337,0,0,0,0
32238,300,1993,5,8,5/8/93,20:00:00,3,TX,48,40,1,0,0,3,0,33.63,-97.42,0,0,0.1,10,1,1,1,97,0,0,0,0
32239,301,1993,5,8,5/8/93,21:45:00,3,TX,48,41,1,0,0,0,0,33.08,-98.88,0,0,0.1,10,1,1,1,503,0,0,0,0
32240,302,1993,5,9,5/9/93,12:30:00,3,TX,48,42,2,63,1,6,0,32.98,-96.57,33.1,-96.53,12,100,1,1,1,113,85,0,0,0
32241,303,1993,5,9,5/9/93,13:10:00,3,TX,48,43,0,0,0,0,0,32.72,-96.47,0,0,0.1,10,1,1,1,257,0,0,0,0
32242,304,1993,5,9,5/9/93,13:15:00,3,TX,48,44,0,0,0,0,0,32.7,-96.42,0,0,0.1,10,1,1,1,257,0,0,0,0
32243,305,1993,5,9,5/9/93,13:20:00,3,TX,48,45,1,0,0,4,0,32.7,-96.45,32.85,-96.18,19,100,1,1,1,257,397,231,0,0
32244,306,1993,5,9,5/9/93,13:45:00,3,TX,48,46,0,0,0,0,0,32.08,-96.72,0,0,0.1,10,1,1,1,349,0,0,0,0
32245,307,1993,5,9,5/9/93,13:51:00,3,TX,48,47,0,0,0,0,0,32.18,-97.35,0,0,0.1,10,1,1,1,217,0,0,0,0
32246,308,1993,5,9,5/9/93,13:51:00,3,TX,48,48,0,0,0,0,0,32.08,-97.23,0,0,0.1,10,1,1,1,217,0,0,0,0
32247,309,1993,5,9,5/9/93,13:51:00,3,TX,48,49,0,0,0,0,0,32.1,-97.2,32.17,-97.15,5,100,1,1,1,217,0,0,0,0
32248,310,1993,5,9,5/9/93,14:05:00,3,TX,48,50,0,0,0,0,0,32.28,-96.97,0,0,0.1,10,1,1,1,139,0,0,0,0
32249,311,1993,5,9,5/9/93,14:08:00,3,TX,48,51,0,0,0,3,0,32.35,-97.18,0,0,0.1,10,1,1,1,251,0,0,0,0
32250,312,1993,5,9,5/9/93,14:18:00,3,TX,48,52,0,0,0,0,0,32.23,-96.53,0,0,0.1,10,1,1,1,349,0,0,0,0
32251,313,1993,5,9,5/9/93,14:25:00,3,TX,48,53,1,0,0,3,0,32.27,-96.53,0,0,0.1,10,1,1,1,139,0,0,0,0
32252,314,1993,5,9,5/9/93,16:45:00,3,TX,48,54,1,0,0,4,0,33.5,-94.62,33.53,-94.57,3,100,1,1,1,37,0,0,0,0
32253,315,1993,5,9,5/9/93,17:02:00,3,TX,48,55,1,0,0,5,0,32.05,-95.5,0,0,2,100,1,1,1,1,0,0,0,0
32254,316,1993,5,9,5/9/93,18:45:00,3,TX,48,56,0,0,0,0,0,29.82,-98.13,0,0,0.1,20,1,1,1,91,0,0,0,0
32255,317,1993,5,9,5/9/93,18:45:00,3,TX,48,57,0,0,0,0,0,29.88,-98.17,0,0,0.1,10,1,1,1,91,0,0,0,0
32269,331,1993,5,17,5/17/93,18:34:00,3,TX,48,58,1,0,0,3,0,35.6,-100.17,0,0,2.5,150,1,1,1,483,0,0,0,0
32271,333,1993,5,18,5/18/93,12:00:00,3,TX,48,59,0,0,0,0,0,28.92,-97.28,0,0,0.1,20,1,1,1,123,0,0,0,0
32272,334,1993,5,18,5/18/93,12:40:00,3,TX,48,60,0,0,0,2,0,28.92,-97.32,0,0,0.1,30,1,1,1,123,0,0,0,0
32273,335,1993,5,18,5/18/93,13:00:00,3,TX,48,61,0,0,0,2,0,28.65,-96.88,0,0,0.1,10,1,1,1,469,0,0,0,0
32274,336,1993,5,18,5/18/93,13:00:00,3,TX,48,62,0,0,0,0,0,28.55,-97,0,0,0.1,13,1,1,1,469,0,0,0,0
32275,337,1993,5,18,5/18/93,15:00:00,3,TX,48,63,0,0,0,4,0,29.77,-94.68,0,0,0.1,23,1,1,1,71,0,0,0,0
32296,358,1993,5,29,5/29/93,20:00:00,3,TX,48,64,0,0,0,0,0,33.17,-99.82,0,0,0.1,10,1,1,1,207,0,0,0,0
32297,359,1993,5,30,5/30/93,12:35:00,3,TX,48,65,0,0,0,0,0,29.83,-95.45,0,0,0.1,50,1,1,1,201,0,0,0,0
32299,361,1993,5,30,5/30/93,14:20:00,3,TX,48,66,0,0,0,0,0,29.55,-95.8,0,0,0.1,100,1,1,1,157,0,0,0,0
32427,489,1993,6,8,6/8/93,21:10:00,3,TX,48,67,0,0,0,0,0,33.38,-96.3,0,0,0.1,10,1,1,1,147,0,0,0,0
32439,501,1993,6,11,6/11/93,13:45:00,3,TX,48,68,0,0,0,4,0,28.02,-97.05,0,0,0.1,30,1,1,1,7,0,0,0,0
32475,537,1993,6,16,6/16/93,15:55:00,3,TX,48,69,1,0,0,4,0,32.12,-99.08,0,0,0.1,10,1,1,1,133,0,0,0,0
32547,609,1993,6,26,6/26/93,14:31:00,3,TX,48,70,0,0,0,0,0,29.57,-95.28,0,0,0.1,10,1,1,1,39,0,0,0,0
32677,739,1993,7,7,7/7/93,18:29:00,3,TX,48,71,0,0,0,0,0,34.55,-102.48,0,0,0.5,73,1,1,1,69,0,0,0,0
32679,741,1993,7,7,7/7/93,19:00:00,3,TX,48,72,0,0,0,0,0,35.57,-101.33,0,0,0.5,50,1,1,1,65,0,0,0,0
32680,742,1993,7,7,7/7/93,19:35:00,3,TX,48,73,0,0,0,3,0,34.27,-102.73,0,0,0.5,50,1,1,1,17,0,0,0,0
32851,913,1993,7,30,7/30/93,17:00:00,3,TX,48,74,0,0,0,5,0,30.73,-95.33,0,0,0.2,20,1,1,1,407,0,0,0,0
32983,1045,1993,9,13,9/13/93,6:10:00,3,TX,48,75,1,2,0,7,0,32.28,-97.48,32.42,-97.37,13,150,1,1,1,251,0,0,0,0
32985,1047,1993,9,13,9/13/93,7:10:00,3,TX,48,76,2,0,0,6,0,32.57,-97.23,32.7,-97.18,8,100,1,1,1,439,0,0,0,0
32986,1048,1993,9,13,9/13/93,7:37:00,3,TX,48,77,2,5,0,6,0,32.73,-97.12,0,0,2,100,1,1,1,439,0,0,0,0
32987,1049,1993,9,13,9/13/93,8:00:00,3,TX,48,78,1,0,0,5,0,32.9,-97.32,32.97,-97.32,6,80,1,1,1,439,0,0,0,0
32988,1050,1993,9,13,9/13/93,8:23:00,3,TX,48,79,1,0,0,5,0,33.03,-96.95,33.18,-96.92,13,100,1,1,1,121,0,0,0,0
32989,1051,1993,9,13,9/13/93,9:45:00,3,TX,48,80,0,0,0,0,0,33.27,-97.15,0,0,0.1,10,1,1,1,121,0,0,0,0
32990,1052,1993,9,13,9/13/93,10:00:00,3,TX,48,81,1,1,0,5,0,33.3,-96.88,0,0,0.5,100,1,1,1,121,0,0,0,0
32991,1053,1993,9,13,9/13/93,10:10:00,3,TX,48,82,0,0,0,0,0,33.35,-96.6,0,0,0.1,10,1,1,1,85,0,0,0,0
32992,1054,1993,9,13,9/13/93,13:00:00,3,TX,48,83,1,0,0,5,0,31.57,-97.05,31.62,-97.1,6,100,1,1,1,309,0,0,0,0
33003,1065,1993,9,13,9/13/93,19:18:00,3,TX,48,84,0,0,0,4,0,32.85,-98.77,0,0,0.1,10,1,1,1,429,0,0,0,0
33004,1066,1993,9,13,9/13/93,19:40:00,3,TX,48,85,0,0,0,4,0,32.75,-98.83,0,0,2,100,1,1,1,429,0,0,0,0
33010,1072,1993,9,20,9/20/93,15:30:00,3,TX,48,86,0,0,0,0,0,33.07,-96.2,0,0,0.1,10,1,1,1,231,0,0,0,0
33044,1106,1993,10,12,10/12/93,14:20:00,3,TX,48,87,0,0,0,0,0,30.03,-102.08,0,0,0.1,13,1,1,1,443,0,0,0,0
33045,1107,1993,10,12,10/12/93,17:12:00,3,TX,48,88,1,0,0,0,0,33.55,-99.13,33.48,-99.05,7,40,1,1,1,23,0,0,0,0
33046,1108,1993,10,12,10/12/93,17:45:00,3,TX,48,89,1,0,0,5,0,35.55,-100.75,0,0,2,73,1,1,1,179,0,0,0,0
33047,1109,1993,10,12,10/12/93,18:35:00,3,TX,48,90,1,0,0,5,0,33.27,-99,0,0,0.1,10,1,1,1,447,0,0,0,0
33048,1110,1993,10,12,10/12/93,21:45:00,3,TX,48,91,2,12,0,6,0,32.12,-98.62,0,0,2,800,1,1,1,93,0,0,0,0
33051,1113,1993,10,17,10/17/93,19:25:00,3,TX,48,92,1,0,0,4,0,31.8,-97.1,0,0,0.5,500,1,1,1,309,0,0,0,0
33052,1114,1993,10,17,10/17/93,19:50:00,3,TX,48,93,0,0,0,3,0,31.8,-97.1,0,0,0.5,500,1,1,1,309,0,0,0,0
33053,1115,1993,10,17,10/17/93,22:20:00,3,TX,48,94,0,0,0,0,0,32.77,-97.98,0,0,0.1,10,1,1,1,367,0,0,0,0
33054,1116,1993,10,17,10/17/93,23:00:00,3,TX,48,95,0,0,0,0,0,32.4,-97.25,0,0,0.1,10,1,1,1,251,0,0,0,0
33055,1117,1993,10,18,10/18/93,7:25:00,3,TX,48,96,0,0,0,0,0,31.37,-98.22,0,0,0.1,10,1,1,1,281,0,0,0,0
33056,1118,1993,10,18,10/18/93,17:10:00,3,TX,48,97,0,0,0,3,0,32.73,-96.28,0,0,0.1,10,1,1,1,257,0,0,0,0
33057,1119,1993,10,18,10/18/93,17:15:00,3,TX,48,98,2,0,1,5,0,32.83,-95.7,0,0,2,100,1,1,1,379,0,0,0,0
33058,1120,1993,10,18,10/18/93,17:20:00,3,TX,48,99,1,0,0,0,0,32.77,-95.92,0,0,1,100,1,1,1,467,0,0,0,0
33059,1121,1993,10,18,10/18/93,17:40:00,3,TX,48,100,2,0,0,5,0,32.83,-95.62,32.87,-95.62,10,100,1,1,1,499,0,0,0,0
33060,1122,1993,10,18,10/18/93,17:43:00,3,TX,48,101,1,0,0,4,0,32.9,-95.33,32.97,-95.27,5,100,1,1,1,499,0,0,0,0
33061,1123,1993,10,18,10/18/93,18:40:00,3,TX,48,102,0,0,0,0,0,33,-95.07,0,0,0.1,10,1,1,1,63,0,0,0,0
33062,1124,1993,10,18,10/18/93,19:00:00,3,TX,48,103,0,0,0,0,0,33,-95,0,0,0.1,10,1,1,1,63,0,0,0,0
33063,1125,1993,10,18,10/18/93,21:20:00,3,TX,48,104,0,0,0,0,0,32.73,-101,0,0,0.1,10,1,1,1,415,0,0,0,0
33065,1127,1993,10,19,10/19/93,19:15:00,3,TX,48,105,0,0,0,0,0,31.52,-97.15,0,0,0.1,10,1,1,1,309,0,0,0,0
33066,1128,1993,10,19,10/19/93,19:32:00,3,TX,48,106,1,0,0,4,0,29.37,-100.9,0,0,0.5,30,1,1,1,465,0,0,0,0
33067,1129,1993,10,19,10/19/93,19:37:00,3,TX,48,107,1,4,0,5,0,29.37,-100.87,0,0,1.5,50,1,1,1,465,0,0,0,0
33068,1130,1993,10,19,10/19/93,22:00:00,3,TX,48,108,0,0,0,0,0,30.48,-98.17,0,0,0.1,10,1,1,1,53,0,0,0,0
33069,1131,1993,10,20,10/20/93,2:25:00,3,TX,48,109,1,0,0,5,0,31.87,-95.5,31.95,-95.4,7,100,1,1,1,1,73,0,0,0
33096,1158,1993,11,16,11/16/93,7:10:00,3,TX,48,110,0,0,0,2,0,29.45,-95.4,0,0,0.1,10,1,1,1,39,0,0,0,0
33097,1159,1993,11,16,11/16/93,9:20:00,3,TX,48,111,0,0,0,0,0,30.05,-94.98,0,0,0.3,100,1,1,1,291,0,0,0,0
33098,1160,1993,11,16,11/16/93,9:49:00,3,TX,48,112,1,26,0,6,0,29.73,-95.37,0,0,2,100,1,1,1,201,0,0,0,0
33099,1161,1993,11,16,11/16/93,10:27:00,3,TX,48,113,0,0,0,0,0,29.95,-95.15,0,0,1,100,1,1,1,201,0,0,0,0
33100,1162,1993,11,16,11/16/93,10:35:00,3,TX,48,114,0,0,0,0,0,30.03,-95.05,30.08,-95,2,100,1,1,1,201,291,0,0,0
33101,1163,1993,11,16,11/16/93,11:30:00,3,TX,48,115,0,0,0,0,0,30.37,-94.87,0,0,0.5,100,1,1,1,291,0,0,0,0
33102,1164,1993,11,16,11/16/93,11:47:00,3,TX,48,116,0,0,0,2,0,30.55,-94.72,0,0,0.2,50,1,1,1,373,0,0,0,0
33103,1165,1993,11,16,11/16/93,12:19:00,3,TX,48,117,1,0,0,4,0,29.85,-94.88,0,0,0.2,100,1,1,1,71,0,0,0,0
33130,19,1994,2,19,2/19/94,15:26:00,3,TX,48,1,2,0,0,0,0,32.92,-99.52,0,0,0.1,10,1,1,1,417,0,0,0,0
33131,20,1994,2,21,2/21/94,15:01:00,3,TX,48,2,0,0,0,0,0,33.98,-98.5,0,0,0.5,13,1,1,1,485,0,0,0,0
33132,21,1994,2,23,2/23/94,4:27:00,3,TX,48,3,0,0,0,3,0,28.28,-97.68,0,0,0.1,10,1,1,1,25,0,0,0,0
33133,22,1994,2,23,2/23/94,4:39:00,3,TX,48,4,1,5,0,5,0,28.4,-97.75,0,0,1,10,1,1,1,25,0,0,0,0
33159,48,1994,3,26,3/26/94,13:55:00,3,TX,48,5,0,0,0,0,0,32.87,-98.17,0,0,0.1,10,1,1,1,363,0,0,0,0
33160,49,1994,3,27,3/27/94,1:05:00,3,TX,48,6,0,0,0,2,0,29.42,-98.5,0,0,0.5,30,1,1,1,29,0,0,0,0
33247,135,1994,4,15,4/15/94,11:37:00,3,TX,48,7,0,0,0,3,0,31.7,-94.62,0,0,0.1,10,1,1,1,347,0,0,0,0
33248,137,1994,4,15,4/15/94,15:55:00,3,TX,48,8,0,0,0,4,0,30.95,-95.88,0,0,1,100,1,1,1,313,0,0,0,0
33249,138,1994,4,15,4/15/94,15:56:00,3,TX,48,9,2,20,1,4,0,29.95,-95.15,29.95,-95.05,5,300,1,1,1,201,0,0,0,0
33252,141,1994,4,15,4/15/94,18:50:00,3,TX,48,10,0,0,0,1,0,28.47,-98.18,0,0,0.1,10,1,1,1,297,0,0,0,0
33260,149,1994,4,22,4/22/94,11:53:00,3,TX,48,11,0,0,0,0,0,32.05,-102.55,0,0,0.1,10,1,1,1,135,0,0,0,0
33287,176,1994,4,25,4/25/94,18:42:00,3,TX,48,12,0,0,0,0,0,32.77,-97.3,0,0,0.1,10,1,1,1,439,0,0,0,0
33289,178,1994,4,25,4/25/94,19:50:00,3,TX,48,13,0,0,0,4,0,32.62,-97,0,0,0.1,10,1,1,1,113,0,0,0,0
33290,179,1994,4,25,4/25/94,20:00:00,3,TX,48,14,2,7,0,7,0,32.58,-96.85,0,0,2,400,1,1,1,113,0,0,0,0
33291,180,1994,4,25,4/25/94,20:30:00,3,TX,48,15,4,48,3,8,0,32.6,-96.75,32.67,-96.67,6,800,1,1,1,113,0,0,0,0
33292,181,1994,4,25,4/25/94,20:58:00,3,TX,48,16,0,0,0,0,0,32.48,-96.8,0,0,0.1,10,1,1,1,139,0,0,0,0
33293,182,1994,4,25,4/25/94,20:58:00,3,TX,48,17,0,0,0,0,0,32.48,-97.07,0,0,0.1,10,1,1,1,139,0,0,0,0
33297,186,1994,4,26,4/26/94,11:50:00,3,TX,48,18,0,0,0,0,0,33.43,-98.67,0,0,0.1,20,1,1,1,9,0,0,0,0
33299,188,1994,4,26,4/26/94,12:05:00,3,TX,48,19,2,0,0,5,0,33.45,-98.62,33.52,-98.5,9.5,150,1,1,1,9,0,0,0,0
33303,192,1994,4,26,4/26/94,13:40:00,3,TX,48,20,0,0,0,0,0,33.6,-97.9,0,0,0.1,10,1,1,1,337,0,0,0,0
33304,193,1994,4,26,4/26/94,13:55:00,3,TX,48,21,0,0,0,0,0,33.4,-97.68,0,0,0.1,10,1,1,1,497,0,0,0,0
33305,194,1994,4,26,4/26/94,14:07:00,3,TX,48,22,0,0,0,0,0,33.67,-97.62,0,0,2.8,100,1,1,1,337,0,0,0,0
33307,197,1994,4,26,4/26/94,14:30:00,3,TX,48,23,1,0,0,5,0,33.68,-97.57,33.75,-97.52,5,200,1,1,1,337,0,0,0,0
33308,198,1994,4,26,4/26/94,14:30:00,3,TX,48,24,0,0,0,0,0,33.67,-97.53,0,0,0.1,10,1,1,1,337,0,0,0,0
33309,199,1994,4,26,4/26/94,14:37:00,3,TX,48,25,0,0,0,0,0,33.52,-97.3,0,0,0.1,10,1,1,1,97,0,0,0,0
33310,200,1994,4,26,4/26/94,14:45:00,3,TX,48,26,2,8,0,7,0,33.53,-97.27,33.73,-97.03,16,200,1,1,1,97,0,0,0,0
33312,202,1994,4,26,4/26/94,14:50:00,3,TX,48,27,0,0,0,5,0,33.63,-97.18,0,0,1,100,1,1,1,97,0,0,0,0
33315,205,1994,4,26,4/26/94,15:05:00,3,TX,48,28,0,0,0,3,0,33.63,-97.15,0,0,0.1,10,1,1,1,97,0,0,0,0
33316,206,1994,4,26,4/26/94,15:10:00,3,TX,48,29,0,0,0,4,0,33.65,-97.13,33.7,-97.08,4,100,1,1,1,97,0,0,0,0
33320,208,1994,4,26,4/26/94,15:30:00,3,TX,48,30,0,0,0,0,0,33.8,-96.85,0,0,0.1,10,1,1,1,181,0,0,0,0
33321,209,1994,4,26,4/26/94,15:40:00,3,TX,48,31,0,0,0,0,0,33.73,-96.65,0,0,0.1,10,1,1,1,181,0,0,0,0
33322,210,1994,4,26,4/26/94,15:52:00,3,TX,48,32,0,0,0,0,0,32.03,-98.55,0,0,0.1,10,1,1,1,93,0,0,0,0
33323,212,1994,4,26,4/26/94,16:11:00,3,TX,48,33,0,0,0,0,0,31.9,-98.63,0,0,0.1,10,1,1,1,93,0,0,0,0
33324,213,1994,4,26,4/26/94,16:15:00,3,TX,48,34,0,0,0,0,0,33.73,-96.67,0,0,0.1,10,1,1,1,181,0,0,0,0
33326,215,1994,4,26,4/26/94,17:05:00,3,TX,48,35,0,0,0,0,0,32.03,-98.08,0,0,0.1,10,1,1,1,143,0,0,0,0
33328,217,1994,4,26,4/26/94,17:20:00,3,TX,48,36,2,1,0,5,0,32.07,-97.87,0,0,1,100,1,1,1,35,0,0,0,0
33332,221,1994,4,26,4/26/94,18:00:00,3,TX,48,37,0,0,0,0,0,33.6,-96.08,0,0,0.1,10,1,1,1,147,0,0,0,0
33333,222,1994,4,26,4/26/94,18:00:00,3,TX,48,38,2,0,0,5,0,33.8,-95.82,33.85,-95.72,6,100,1,1,1,277,0,0,0,0
33335,224,1994,4,26,4/26/94,18:06:00,3,TX,48,39,0,0,0,0,0,31.92,-97.78,0,0,0.1,10,1,1,1,35,0,0,0,0
33336,225,1994,4,26,4/26/94,18:20:00,3,TX,48,40,0,0,0,0,0,33.58,-96.18,0,0,0.1,10,1,1,1,147,0,0,0,0
33337,226,1994,4,26,4/26/94,18:20:00,3,TX,48,41,0,0,0,4,0,33.67,-95.92,0,0,0.1,10,1,1,1,147,0,0,0,0
33340,229,1994,4,26,4/26/94,18:25:00,3,TX,48,42,0,0,0,0,0,33.72,-95.8,0,0,0.1,10,1,1,1,277,0,0,0,0
33344,233,1994,4,26,4/26/94,19:30:00,3,TX,48,43,0,0,0,0,0,31.92,-97.73,0,0,0.1,10,1,1,1,35,0,0,0,0
33345,234,1994,4,26,4/26/94,19:35:00,3,TX,48,44,0,0,0,0,0,33.8,-95.27,0,0,0.1,10,1,1,1,387,0,0,0,0
33346,235,1994,4,26,4/26/94,19:50:00,3,TX,48,45,0,0,0,4,0,32.08,-98.2,0,0,0.1,10,1,1,1,143,0,0,0,0
33352,241,1994,4,26,4/26/94,20:43:00,3,TX,48,46,1,0,0,5,0,32.05,-97.62,0,0,0.1,10,1,1,1,35,0,0,0,0
33380,269,1994,4,28,4/28/94,23:57:00,3,TX,48,47,0,0,0,4,0,32.43,-97.55,0,0,0.1,10,1,1,1,251,0,0,0,0
33381,270,1994,4,29,4/29/94,0:23:00,3,TX,48,48,0,0,0,0,0,32.4,-97.23,0,0,0.1,10,1,1,1,251,0,0,0,0
33382,271,1994,4,29,4/29/94,0:40:00,3,TX,48,49,0,0,0,4,0,32.55,-97.15,0,0,0.1,10,1,1,1,251,0,0,0,0
33383,272,1994,4,29,4/29/94,1:15:00,3,TX,48,50,0,0,0,0,0,32.75,-96.6,0,0,0.1,10,1,1,1,113,0,0,0,0
33384,273,1994,4,29,4/29/94,13:40:00,3,TX,48,51,0,0,0,0,0,30.67,-101.93,0,0,0.5,30,1,1,1,371,0,0,0,0
33385,274,1994,4,29,4/29/94,19:20:00,3,TX,48,52,0,0,0,1,0,29.28,-100.37,0,0,0.1,10,1,1,1,271,0,0,0,0
33386,275,1994,4,29,4/29/94,19:37:00,3,TX,48,53,0,0,0,0,0,32.53,-96.45,0,0,0.1,10,1,1,1,257,0,0,0,0
33387,276,1994,4,29,4/29/94,19:38:00,3,TX,48,54,1,0,0,4,0,32.63,-96.4,0,0,0.1,10,1,1,1,257,0,0,0,0
33388,277,1994,4,29,4/29/94,19:53:00,3,TX,48,55,0,0,0,0,0,32.73,-96.28,0,0,0.1,10,1,1,1,257,0,0,0,0
33389,278,1994,4,29,4/29/94,20:38:00,3,TX,48,56,0,0,0,0,0,32.83,-96.05,0,0,0.1,10,1,1,1,231,0,0,0,0
33390,279,1994,4,29,4/29/94,21:17:00,3,TX,48,57,2,0,0,6,0,32.77,-95.8,32.87,-95.62,12,100,1,1,1,379,499,0,0,0
33398,287,1994,5,2,5/2/94,19:15:00,3,TX,48,58,1,0,0,5,0,31.23,-96.27,0,0,0.1,10,1,1,1,289,0,0,0,0
33433,322,1994,5,9,5/9/94,7:10:00,3,TX,48,59,0,0,0,4,0,30.85,-100.62,0,0,0.4,20,1,1,1,413,0,0,0,0
33434,323,1994,5,9,5/9/94,16:40:00,3,TX,48,60,1,0,0,0,0,36.33,-102.67,0,0,2,100,1,1,1,111,0,0,0,0
33435,324,1994,5,9,5/9/94,16:45:00,3,TX,48,61,0,0,0,0,0,30.38,-95.13,0,0,0.1,10,1,1,1,407,0,0,0,0
33436,325,1994,5,9,5/9/94,17:10:00,3,TX,48,62,0,0,0,0,0,36.28,-102.58,0,0,1,23,1,1,1,111,0,0,0,0
33437,326,1994,5,9,5/9/94,17:10:00,3,TX,48,63,0,0,0,0,0,31.07,-95.03,0,0,1,50,1,1,1,455,0,0,0,0
33438,327,1994,5,9,5/9/94,19:21:00,3,TX,48,64,0,0,0,0,0,30.78,-101.88,0,0,0.2,50,1,1,1,371,0,0,0,0
33439,328,1994,5,10,5/10/94,1:26:00,3,TX,48,65,0,0,0,0,0,31.37,-103.73,0,0,0.5,50,1,1,1,389,0,0,0,0
33440,329,1994,5,11,5/11/94,2:30:00,3,TX,48,66,0,0,0,0,0,32.25,-101.15,32.25,-101.15,3.5,50,1,1,1,335,0,0,0,0
33441,330,1994,5,11,5/11/94,14:45:00,3,TX,48,67,0,0,0,0,0,32.35,-99.77,0,0,0.1,10,1,1,1,441,0,0,0,0
33442,331,1994,5,11,5/11/94,16:30:00,3,TX,48,68,0,0,0,0,0,32.73,-99.88,0,0,0.1,10,1,1,1,253,0,0,0,0
33443,332,1994,5,11,5/11/94,16:32:00,3,TX,48,69,0,0,0,0,0,32.32,-100.85,0,0,0.1,10,1,1,1,335,0,0,0,0
33444,333,1994,5,11,5/11/94,17:30:00,3,TX,48,70,0,0,0,0,0,32.33,-100.65,0,0,0.1,10,1,1,1,353,0,0,0,0
33445,334,1994,5,11,5/11/94,17:40:00,3,TX,48,71,0,0,0,0,0,31.15,-102.45,0,0,2.5,50,1,1,1,371,0,0,0,0
33446,337,1994,5,12,5/12/94,12:25:00,3,TX,48,72,0,0,0,0,0,32,-102.62,0,0,0.1,10,1,1,1,135,0,0,0,0
33448,338,1994,5,12,5/12/94,12:54:00,3,TX,48,73,0,0,0,0,0,31.42,-102.68,0,0,0.1,10,1,1,1,103,0,0,0,0
33450,339,1994,5,12,5/12/94,18:25:00,3,TX,48,74,0,0,0,0,0,32.63,-100.75,0,0,0.1,10,1,1,1,415,0,0,0,0
33451,340,1994,5,12,5/12/94,18:40:00,3,TX,48,75,2,0,0,5,0,32.78,-100.6,0,0,2,73,1,1,1,151,0,0,0,0
33452,341,1994,5,13,5/13/94,7:00:00,3,TX,48,76,0,0,0,4,0,29.28,-94.85,29.32,-94.78,4,50,1,1,1,167,0,0,0,0
